id,businessName,vertical,website,phone,email,lat,lon,source,score
"node-12248485337","Aesthetic Dentistry","dentist","","","","32.9278538","-117.2376565","overpass","2.3"
"node-9345114143","Alameda Dental","dentist","","","","32.5304686","-116.9507972","overpass","2.3"
"node-3718001763","Albert Leung","dentist","","","","32.8200368","-117.1717135","overpass","2.3"
"node-9904839382","AV DENTAL","dentist","","","","32.5062654","-116.9904945","overpass","2.3"
"node-12190831001","Bay Ho Family Dentist","dentist","","","","32.8137467","-117.216986","overpass","2.3"
"node-13391417797","Beautiful Smile Dentistry","dentist","","","","32.7649181","-117.0614447","overpass","2.3"
"node-13018183769","Bespoke Dentistry","dentist","","","","32.9506362","-117.2330641","overpass","2.3"
"node-12466303969","Bird Rock Dental","dentist","","","","32.8163566","-117.2709096","overpass","2.3"
"node-595977351","Bliss Dental Arts","dentist","","","","32.915796","-117.114128","overpass","2.3"
"way-1486432908","Cable Pipe & Leak Detection","plumber","","","","32.8152178","-116.9354629","overpass","2.3"
"node-10003055319","Cardinal Dental","dentist","","","","32.7865437","-117.0039924","overpass","2.3"
"node-13007871401","Carmel Heights Dental","dentist","","","","32.9541673","-117.2300419","overpass","2.3"
"node-12191939944","Carmel Plaza Dental Center","dentist","","","","32.9811421","-117.079206","overpass","2.3"
"node-13007862231","Carmel Valley Dental","dentist","","","","32.9540392","-117.2300712","overpass","2.3"
"way-922486206","Centro Medico Excel","dentist","","","","32.5206274","-117.0118809","overpass","2.3"
"node-1727168868","Chien's Family Dentistry","dentist","","","","32.8329308","-117.1601006","overpass","2.3"
"node-2588719675","Clairemont Smiles","dentist","","","","32.8192152","-117.1787431","overpass","2.3"
"node-13135237736","Clinica dental familiar","dentist","","","","32.5341425","-117.0379887","overpass","2.3"
"node-7372810569","Clínica Dental Tijuana","dentist","","","","32.5318239","-117.039215","overpass","2.3"
"node-6828920461","Coastal Kids Dentistry & Orthodontics","dentist","","","","32.5821714","-117.0344693","overpass","2.3"
"node-11625258296","Consultorio Dental Similares","dentist","","","","32.5113424","-116.9863134","overpass","2.3"
"node-9366051453","Cottonwood Dental Group","dentist","","","","32.7449582","-116.928068","overpass","2.3"
"node-13007786565","Del Mar Dental Arts Sinan Alhamdi, DMD","dentist","","","","32.9543336","-117.2300463","overpass","2.3"
"node-596779140","Del Sur Dentistry","dentist","","","","32.9906344","-117.1595458","overpass","2.3"
"node-6704984951","Dental Arts of Palm Avenue","dentist","","","","32.5846735","-117.0603452","overpass","2.3"
"node-596232274","Dental Arts San Diego","dentist","","","","32.80371","-116.971362","overpass","2.3"
"way-31842953","Dental Expressions","dentist","","","","32.8028846","-117.0133082","overpass","2.3"
"node-11793906903","Dental Group","dentist","","","","32.5311942","-117.0352962","overpass","2.3"
"node-9335630124","Dentist","dentist","","","","32.9512635","-117.0644426","overpass","2.3"
"node-9944290014","Dentistry","dentist","","","","32.9452067","-117.0849009","overpass","2.3"
"way-31839950","Dixon Pediatric Dental Group","dentist","","","","32.8912374","-117.1966506","overpass","2.3"
"node-10895084936","Dr. Cheryl Kang Guerrero, DDS","dentist","","","","32.9386371","-117.2303728","overpass","2.3"
"node-11464765505","Dr. Guerrero","dentist","","","","32.5091303","-116.9881077","overpass","2.3"
"node-9904839383","Dr. Luna","dentist","","","","32.5086479","-116.9909403","overpass","2.3"
"node-12164434791","East County Family Dental Center","dentist","","","","32.823828","-116.9033506","overpass","2.3"
"way-1178512197","East County Family Dentistry","dentist","","","","32.8539782","-116.9314618","overpass","2.3"
"node-13194652567","Excel Dental","dentist","","","","32.916601","-117.1255976","overpass","2.3"
"node-1884458536","Extreme Smile Makeover Dentist","dentist","","","","32.8190206","-117.1773744","overpass","2.3"
"node-6636262598","Family Dental Groups","dentist","","","","32.8217181","-117.100222","overpass","2.3"
"node-11658933961","Family Dental TJ","dentist","","","","32.5112596","-116.9934101","overpass","2.3"
"node-13608719574","Family Dentistry","dentist","","","","32.927099","-117.1433707","overpass","2.3"
"node-6389982126","Family Dentistry by Dr. Maroon","dentist","","","","32.6489896","-116.9663308","overpass","2.3"
"node-10270088951","Goldberg Dental Group","dentist","","","","32.8676723","-117.2057719","overpass","2.3"
"node-1727124149","Governer Dental","dentist","","","","32.8535597","-117.202814","overpass","2.3"
"way-1015115066","Grossmont Family Dental Center","dentist","","","","32.77613","-117.0168125","overpass","2.3"
"node-8424238980","Happy Smiles","dentist","","","","32.6315836","-116.9846881","overpass","2.3"
"node-6757822381","I-Orthodontics","dentist","","","","32.9904408","-117.1595738","overpass","2.3"
"node-6630276293","iSmile Dental","dentist","","","","32.5846774","-117.0396173","overpass","2.3"
"way-31817454","Jeffrey W. Brown Family Dentist","dentist","","","","32.5834588","-117.0955487","overpass","2.3"
"node-13565731947","Joseph B Gordon DDS Orthodontics","dentist","","","","32.962098","-117.1170662","overpass","2.3"
"node-11450658554","Kensington Pediatric Dentistry","dentist","","","","32.7634134","-117.107844","overpass","2.3"
"node-3279662853","La Jolla Dentistry","dentist","","","","32.8771926","-117.2106306","overpass","2.3"
"node-11388553677","Life Smiles Dental Care","dentist","","","","32.8725584","-117.2174754","overpass","2.3"
"node-12145134923","Little Star Pediatric Dentistry","dentist","","","","32.9290375","-117.1974078","overpass","2.3"
"node-596371300","Mann Plumbing","plumber","","","","32.830852","-116.967687","overpass","2.3"
"node-10836166857","Mesa Dental","dentist","","","","32.8003945","-117.1578492","overpass","2.3"
"node-13194652570","Mesa Dental Group","dentist","","","","32.9165588","-117.1259069","overpass","2.3"
"node-13194652568","Mira Mesa Family Dentistry","dentist","","","","32.9165319","-117.1262863","overpass","2.3"
"node-12076331483","Mission Bay Dental","dentist","","","","32.7988899","-117.2457644","overpass","2.3"
"node-9345080453","Oak Tree Dental","dentist","","","","32.9515313","-117.0622973","overpass","2.3"
"node-2337700634","Patricia Murphy DDS","dentist","","","","32.9588579","-117.264851","overpass","2.3"
"node-13018189997","Pediatric Dentistry & Orthodontics","dentist","","","","32.9537145","-117.230042","overpass","2.3"
"node-10835670556","Perfect Smile","dentist","","","","32.8277605","-117.158567","overpass","2.3"
"way-144856512","Poway Family Dental Group","dentist","","","","32.9566776","-117.0364402","overpass","2.3"
"node-13332557998","Rea Corley DDS","dentist","","","","32.8401612","-117.270974","overpass","2.3"
"node-2631767950","Rio Vista Family Dentistry","dentist","","","","32.7760168","-117.144613","overpass","2.3"
"node-769483183","Robert J. Bey DDS","dentist","","","","32.8263598","-117.190957","overpass","2.3"
"node-9484306806","Rodger's Plumbing","plumber","","","","32.8108756","-116.9633434","overpass","2.3"
"node-10629392485","Royal Dental","dentist","","","","32.5346503","-117.0172231","overpass","2.3"
"way-31817102","San Diego Trolley Dental Group","dentist","","","","32.7104939","-117.0564643","overpass","2.3"
"node-7844363073","Sarah Belderes, DDS","dentist","","","","32.9909057","-117.2591509","overpass","2.3"
"node-13007814255","Schaffer Dental Excellence","dentist","","","","32.9538873","-117.2300677","overpass","2.3"
"node-9316839888","Seaside Pediatric Dentistry & Orthodontics","dentist","","","","32.9358026","-117.1004549","overpass","2.3"
"node-7844363082","Sheryl Nelson D.D.S. Family Dentistry","dentist","","","","32.9909339","-117.2591518","overpass","2.3"
"node-7329469673","Smile 4 less","dentist","","","","32.5340417","-117.036528","overpass","2.3"
"way-993796375","SmilePlus","dentist","","","","32.7951909","-116.9389728","overpass","2.3"
"node-12017450070","Special Smiles Dentist","dentist","","","","32.5846037","-117.1205433","overpass","2.3"
"node-2769610421","Spectrum Dental","dentist","","","","32.8308891","-117.1384882","overpass","2.3"
"node-11111055195","Stormberg Orthodontics","dentist","","","","32.7580971","-117.014679","overpass","2.3"
"node-9386915648","T&C Dental","dentist","","","","32.9573394","-117.0385883","overpass","2.3"
"way-31809551","The Dental Express Point Loma","dentist","","","","32.753991","-117.2237639","overpass","2.3"
"way-492857418","The Super Dentists","dentist","","","","32.6466611","-116.9681078","overpass","2.3"
"node-596023946","Thompson Center for Dentistry","dentist","","","","32.625858","-117.030466","overpass","2.3"
"node-6558363117","Timothy Christian DDS","dentist","","","","32.8404063","-117.0978947","overpass","2.3"
"node-10835696625","U Dream Dental","dentist","","","","32.8330419","-117.1529261","overpass","2.3"
"way-959567843","Western Dental","dentist","","","","32.8017098","-116.935456","overpass","2.3"
"node-5876931886","Western Dental & Orthodonics","dentist","","","","32.7486082","-117.1303175","overpass","2.3"
"way-358674917","Woodside Dental","dentist","","","","32.8565023","-116.9305751","overpass","2.3"
"way-995061682","#1 Nails","med_spa","","+1-619-442-8343","","32.8007371","-116.936897","overpass","2.1"
"node-10220313363","AFC Urgent Care","med_clinic","","","","32.7291334","-117.2256506","overpass","2.1"
"node-10894567156","Allurant Medical Spa","med_clinic","","","","32.9389776","-117.2318214","overpass","2.1"
"way-959687889","Amazing Nails","med_spa","","+1-619-466-6438","","32.7481989","-116.9826532","overpass","2.1"
"node-6833281428","Arcade Salon","med_spa","","+1 619 223 7474","","32.747629","-117.2495594","overpass","2.1"
"node-12128676283","Asie Salon & Spa","med_spa","","+1 858-397-3605","","32.8140367","-117.1540445","overpass","2.1"
"node-13175837173","Bella Nails","med_spa","","+1 858-279-5557","","32.8331913","-117.1516561","overpass","2.1"
"node-13168507470","Bliss Nails & Spa 2","med_spa","","+1 619-303-0201","","32.769739","-117.0266839","overpass","2.1"
"node-10836166884","Carrillo Medical Center","med_clinic","","","","32.7913942","-117.1582474","overpass","2.1"
"node-9839482738","Centro de Salud Communitaria","med_clinic","","","","32.5246707","-117.0998812","overpass","2.1"
"node-4665641489","Centro Médico del Noroeste","med_clinic","","","","32.5185895","-117.0109474","overpass","2.1"
"way-984181483","Centro Médico El Cajón","med_clinic","","","","32.7947104","-116.9627364","overpass","2.1"
"node-4910653077","Centro Radiologico del Rio","med_clinic","","","","32.5252487","-117.0159195","overpass","2.1"
"way-53258098","Claremont Medical Center","med_clinic","","","","32.8208417","-117.1831047","overpass","2.1"
"node-9181471385","Clarity Nails & Spa","med_spa","","+1-858-748-2266","","32.955723","-117.0427107","overpass","2.1"
"way-314768884","Clínica de ojos de Tijuana","med_clinic","","","","32.5289826","-117.0247497","overpass","2.1"
"way-398640959","COAST Medical Center","med_clinic","","","","32.8055741","-117.15024","overpass","2.1"
"node-10857201138","Coast Pediatrics","med_clinic","","","","32.9612424","-117.1900463","overpass","2.1"
"node-12121207726","Consulta Medica","med_clinic","","","","32.5121734","-116.9874302","overpass","2.1"
"way-1067733211","Cosmed Clinic","med_clinic","","","","32.5074295","-116.9899007","overpass","2.1"
"node-9178842744","Creative Nails","med_spa","","+1-619-660-1122","","32.747712","-116.9809717","overpass","2.1"
"node-3804270458","Downtown Nail & Spa","med_spa","","+1-619-531-0999","","32.7123901","-117.1624287","overpass","2.1"
"node-9257867554","Evoclinic","med_clinic","","","","32.5126626","-117.0066414","overpass","2.1"
"way-31809359","Family Health Centers of San Diego","med_clinic","","","","32.7586726","-117.0756774","overpass","2.1"
"way-31807185","Family Health Centers of San Diego City Heights","med_clinic","","","","32.7583634","-117.0778591","overpass","2.1"
"node-9574284450","Family Health Centers of San Diego, City Heights","med_clinic","","","","32.7582133","-117.0778387","overpass","2.1"
"node-12653491377","Fantastic Threading","med_spa","","+1-858-240-7400","","32.9588828","-117.1246989","overpass","2.1"
"node-8851530504","Fashion Nails & Spa","med_spa","","+1-619-670-5308","","32.7406458","-116.9414678","overpass","2.1"
"way-275739903","First Aid","med_clinic","","","","32.76417","-117.2271843","overpass","2.1"
"node-11544894457","First Aid Station","med_clinic","","","","32.5875204","-117.0106731","overpass","2.1"
"node-3648230213","Fresenius Medical Care","med_clinic","","","","32.9214816","-117.213543","overpass","2.1"
"node-6327910655","Gila Rut","med_spa","","+1-619-421-3911","","32.6228923","-116.9641657","overpass","2.1"
"node-13300712807","Helen's Nails","med_spa","","+1-619-466-4693","","32.7429797","-117.0288998","overpass","2.1"
"node-12199332702","Hydration Room","med_clinic","","","","32.9206179","-117.2135388","overpass","2.1"
"node-5721707821","IMSS Clinica 19","med_clinic","","","","32.5311057","-117.0449292","overpass","2.1"
"way-1364643566","J&V Nails Design","med_spa","","+1-619-461-2178","","32.7424221","-117.0313687","overpass","2.1"
"node-13164099021","JJ Beauty Salon","med_spa","","+1 760-877-1811;+1 858-205-8194","","32.8333752","-117.1493292","overpass","2.1"
"way-993344433","Kaiser Permanente","med_clinic","","","","32.8083799","-116.921886","overpass","2.1"
"way-993344434","Kaiser Permanente Bostonia Medical Offices","med_clinic","","","","32.8087706","-116.9232692","overpass","2.1"
"node-1727187278","Ks Spa","med_spa","","+1 858-223-1212","","32.8304621","-117.1528829","overpass","2.1"
"node-9364443866","La Mesa Medical Group","med_clinic","","","","32.7764356","-117.0176858","overpass","2.1"
"node-6744651812","La Rosa Verde Nail Spa","med_spa","","+1-619-216-2566","","32.6447162","-116.9966978","overpass","2.1"
"node-12260369064","Lulu Nails","med_spa","","+1 858-924-8222","","32.950746","-117.2330183","overpass","2.1"
"node-5040306750","Marbella","med_spa","","524-6748","","32.5212799","-117.0322564","overpass","2.1"
"node-13444421849","Marque Ugent Care","med_clinic","","","","32.7910473","-117.0212474","overpass","2.1"
"node-6387979700","Mireya's Unisex Salon","med_spa","","+1-619-234-3534","","32.7173237","-117.1400964","overpass","2.1"
"node-6933772158","Mohammed K. Elsayed Family Medicine","med_clinic","","","","32.6101456","-117.0693094","overpass","2.1"
"node-12162006394","Moraga Salon","med_spa","","+1-858-270-8266","","32.823428","-117.2140901","overpass","2.1"
"way-957370128","Nail Chic","med_spa","","+1-619-401-6555","","32.7807615","-116.956426","overpass","2.1"
"node-9978796241","Nail Studio San Carlos","med_spa","","+1 619 464 3888","","32.8031107","-117.0063927","overpass","2.1"
"node-12976287161","Nail Zone","med_spa","","+1-619-461-8989","","32.7082157","-116.9982976","overpass","2.1"
"way-993521747","Nail-it!","med_spa","","+1-619-461-5710","","32.7484805","-116.9860717","overpass","2.1"
"node-13314572079","Natural Skin By Tay","med_clinic","","","","32.7682861","-117.0371131","overpass","2.1"
"node-9861366427","Nihon Cllinic","med_clinic","","","","32.8086081","-117.2012545","overpass","2.1"
"node-10266194834","One Medical","med_clinic","","","","32.8719371","-117.209704","overpass","2.1"
"node-7978834406","Operation Samahan Community Health Center","med_clinic","","","","32.6726889","-117.0737189","overpass","2.1"
"node-12639664144","Passport Health La Mesa Travel Clinic","med_clinic","","","","32.7800087","-117.0332274","overpass","2.1"
"node-13131929368","Passport Health San Diego Travel Clinic","med_clinic","","","","32.7678275","-117.137672","overpass","2.1"
"node-9945487064","Passport Health Sorrento Valley Travel Clinic","med_clinic","","","","32.8940596","-117.2008885","overpass","2.1"
"node-12356856213","Perfect Beauty Bar","med_spa","","+1 858-357-1446","","32.9146516","-117.1465846","overpass","2.1"
"way-31841369","Perlman Ambulatory Care Center","med_clinic","","","","32.8781689","-117.2247151","overpass","2.1"
"node-13018127541","Perlman Clinic","med_clinic","","","","32.9500406","-117.2332544","overpass","2.1"
"node-9203987321","Pro Nail","med_spa","","+1-619-660-0138","","32.7264078","-116.9691714","overpass","2.1"
"node-12653491367","Proactive Medical Weight Management","med_clinic","","","","32.9568558","-117.1264716","overpass","2.1"
"node-9971240963","Q's Spa & Nail Bar","med_spa","","+1 619 258 2680","","32.8418622","-116.9864873","overpass","2.1"
"way-475550413","Radio Imagen Médica","med_clinic","","","","32.5251105","-117.0365409","overpass","2.1"
"way-31803901","Rady Children's Hospital","med_clinic","","","","32.8084548","-117.1499362","overpass","2.1"
"way-1304223743","San Diego Regional Center - East County","med_clinic","","","","32.8348623","-116.9845148","overpass","2.1"
"way-130006410","San Ysidro Health","med_clinic","","","","32.6212855","-117.0729539","overpass","2.1"
"way-212751577","Scripps North County Medical & Dental Center","med_clinic","","","","32.9189077","-117.1144295","overpass","2.1"
"node-9716284498","Sculpturades","med_spa","","+1-619-940-5408","","32.7246389","-117.1600888","overpass","2.1"
"way-31818431","Sharp Rees Stealy Carmel Valley","med_clinic","","","","32.9531301","-117.2293263","overpass","2.1"
"way-959859563","Sharp Rees Stealy Medical Group","med_clinic","","","","32.7968099","-117.156351","overpass","2.1"
"node-12288874382","Sharp Rees-Stealy Medical Group","med_clinic","","","","32.9816027","-117.2514627","overpass","2.1"
"way-477299554","Sharp Rees-Stealy Otay Ranch","med_clinic","","","","32.6233233","-116.9959994","overpass","2.1"
"node-12206151369","Sharp Rees-Stealy Urgent Care","med_clinic","","","","32.9062594","-117.1806382","overpass","2.1"
"way-516795628","Southeast County Mental Health/WIC","med_clinic","","","","32.7009017","-117.1259291","overpass","2.1"
"node-9236941421","Sparkle Pro Nail spa","med_spa","","+1-619-447-3034","","32.7889607","-116.9301883","overpass","2.1"
"node-9178947163","Stylish Nail & Spa","med_spa","","+1-619-825-7174","","32.7471663","-116.984804","overpass","2.1"
"way-957710385","Stylish Nails","med_spa","","+1-619-440-6755","","32.8072941","-116.9488617","overpass","2.1"
"way-1468619159","Sycuan Health Center","med_clinic","","","","32.7889184","-116.8443976","overpass","2.1"
"way-1364403421","T-Nail Design","med_spa","","+1-619-589-7807","","32.7430906","-117.0290371","overpass","2.1"
"node-13196527501","TG Wellbeing","med_clinic","","","","32.639993","-117.0797014","overpass","2.1"
"node-2139234154","The Lab a salon","med_spa","","+1 619 543 9952","","32.7486065","-117.1292534","overpass","2.1"
"node-12356827708","Tori Nail Bar & Spa","med_spa","","+1 858-860-5915","","32.9146582","-117.1463144","overpass","2.1"
"node-12101685460","UC San Diego Health","med_clinic","","","","32.9627081","-117.1893193","overpass","2.1"
"node-9409174372","Ultimate Nails","med_spa","","+1-858-292-0970","","32.8323555","-117.1212054","overpass","2.1"
"way-31804283","Urgent Care & More San Diego","med_clinic","","","","32.751014","-117.212383","overpass","2.1"
"node-9179004533","Valley Nails","med_spa","","+1-619-243-6002","","32.7484154","-116.9878043","overpass","2.1"
"way-1364407853","Van's Nails","med_spa","","+1-619-466-4643","","32.7430082","-117.0301749","overpass","2.1"
"node-9910710945","Ximed Urgent Care","med_clinic","","","","32.9367027","-117.0990949","overpass","2.1"
"way-557527974","3C","dentist","","","","32.5318257","-116.9674645","overpass","2"
"node-10168031130","Carmel Mountain Dental Office Stephanie Nguyen DMD","dentist","","","","32.977591","-117.0896526","overpass","2"
"node-10822803496","Dr. Rastgear Dental Group, Inc.; Smile Makeover Center","dentist","","","","32.7730811","-117.1591862","overpass","2"
"node-13089397117","Signature Dental Studio of North Park | Paul J. Martin, DMD","dentist","","","","32.7462893","-117.1458209","overpass","2"
"node-5272832294","Centro Universitario Médico Asistencial y de Investigación (C.U.M.A.I.)","med_clinic","","","","32.5305335","-116.9687757","overpass","1.8"
"way-1008759207","Kaiser Permanente Clairemont Mesa Medical Offices","med_clinic","","","","32.8335992","-117.1657975","overpass","1.8"
"way-962140062","Kaiser Permanente Rancho San Diego Medical Offices","med_clinic","","","","32.7499081","-116.9613323","overpass","1.8"
"way-31819770","Rady Children's Hospital-San Diego Torrey Hills Developmental Services","med_clinic","","","","32.9306189","-117.2375327","overpass","1.8"
"node-9301890187","Aligned Mortgage","real_estate","","","","32.6239417","-116.9674608","overpass","1.7"
"node-9644421391","Ascent Real Estate","real_estate","","","","32.8520752","-117.2169678","overpass","1.7"
"way-498480885","Berkshire Hathaway HomeServices","real_estate","","","","32.7106966","-117.1604043","overpass","1.7"
"node-3951038174","Bobby Martin Realty","real_estate","","","","32.9390715","-117.2317577","overpass","1.7"
"node-13616081505","Camden McKay Real Estate","real_estate","","","","32.9609644","-117.114092","overpass","1.7"
"node-10895084934","Coldwell Banker","real_estate","","","","32.938179","-117.2306216","overpass","1.7"
"node-13389958558","Compass","real_estate","","","","32.7220326","-117.2324818","overpass","1.7"
"node-9716284484","Dustin Cole Real Estate","real_estate","","","","32.7260363","-117.1599881","overpass","1.7"
"node-9366051455","Eaton Escrow","real_estate","","","","32.7447262","-116.9280896","overpass","1.7"
"node-8881263276","Gama Inmobiliaria","real_estate","","","","32.5032468","-116.9899728","overpass","1.7"
"node-1446005508","Gary Kent Real Estate","real_estate","","","","32.8682033","-117.2320275","overpass","1.7"
"node-11481915763","Ikaria","real_estate","","","","32.5091431","-116.9883273","overpass","1.7"
"node-13276732442","Keller Williams Realty","real_estate","","","","32.9508802","-117.2402629","overpass","1.7"
"node-11668271317","Link Towers Showroom","real_estate","","","","32.5099225","-116.992345","overpass","1.7"
"node-2337708143","Madison Marquette","real_estate","","","","32.9601424","-117.2644098","overpass","1.7"
"node-6312015613","Military Mutual","real_estate","","","","32.623481","-116.9677126","overpass","1.7"
"node-9647366074","New City Developers","real_estate","","","","32.5364501","-117.0232679","overpass","1.7"
"node-8908378908","Pemberly Realty Group","real_estate","","","","32.7617467","-117.1460647","overpass","1.7"
"node-9366452612","Real Net","real_estate","","","","32.7461501","-116.959155","overpass","1.7"
"way-393077283","Rental Office","real_estate","","","","32.9074588","-117.1668018","overpass","1.7"
"node-1637060118","Riviera Property Management","real_estate","","","","32.795535","-117.2527976","overpass","1.7"
"node-1834885271","Sotheby's Real Estate","real_estate","","","","32.7500098","-117.1706793","overpass","1.7"
"node-6582970425","Sunset Pacific Realty","real_estate","","","","32.7460266","-117.2472877","overpass","1.7"
"node-1699051776","The Irving Group","real_estate","","","","32.8732706","-117.2134683","overpass","1.7"
"node-6355766037","Aaliyah's Beauty and Brows","med_spa","","","","32.6287018","-116.9650976","overpass","1.1"
"node-12260361491","Addendum Salon","med_spa","","","","32.9508123","-117.2330436","overpass","1.1"
"node-2117324871","All About Me Medical Day Spa","med_spa","","","","32.9512498","-117.1072457","overpass","1.1"
"node-10894567149","Amazing Lash Studio","med_spa","","","","32.9396975","-117.2314549","overpass","1.1"
"node-1741942411","Ameri Nails","med_spa","","","","32.7680013","-117.1498343","overpass","1.1"
"node-2376666345","Angel Nails","med_spa","","","","32.8315914","-117.1654703","overpass","1.1"
"node-12077400080","Angel Nails & Spa","med_spa","","","","32.800143","-117.2411058","overpass","1.1"
"node-3732382584","Apollo Nails & Spa","med_spa","","","","32.830251","-117.1043708","overpass","1.1"
"node-12105365808","Aqua Day Spa","med_spa","","","","32.8249744","-117.1543527","overpass","1.1"
"node-12188888302","Avati Salon","med_spa","","","","32.8136768","-117.2168829","overpass","1.1"
"node-9366452607","Avocado Nails","med_spa","","","","32.7472869","-116.9588413","overpass","1.1"
"node-12324826487","Bayside Nail And Spa","med_spa","","","","32.7170334","-117.1713941","overpass","1.1"
"node-6074685767","Belle Nouvelle Lashes & Spa","med_spa","","","","32.6978146","-117.0201209","overpass","1.1"
"node-9316839889","Best Nails & Spa","med_spa","","","","32.9358017","-117.1005246","overpass","1.1"
"node-12653491374","Blissful Beauty","med_spa","","","","32.9579238","-117.1260888","overpass","1.1"
"way-1012852577","Blo blow dry bar","med_spa","","","","32.7746133","-117.0086876","overpass","1.1"
"node-12190831101","Bloom Beauty and Lash Bar","med_spa","","","","32.8137011","-117.216945","overpass","1.1"
"node-4679659222","Bonita Nails","med_spa","","","","32.6598302","-117.0329842","overpass","1.1"
"node-10000839735","Boutique Nails & Spa","med_spa","","","","32.8027771","-117.0130644","overpass","1.1"
"node-12076668553","Brazilia Skin Care and Spa","med_spa","","","","32.95326","-117.2326203","overpass","1.1"
"node-6312015614","Brow Arc","med_spa","","","","32.6234841","-116.9676116","overpass","1.1"
"node-12080394938","Browz On Point","med_spa","","","","32.7980991","-117.2491808","overpass","1.1"
"node-12145121093","Carmel Valley Nail Lounge","med_spa","","","","32.9288536","-117.1974349","overpass","1.1"
"way-1051738749","Charisma Hair Design","med_spa","","","","32.953855","-117.2304256","overpass","1.1"
"node-9313377558","Chroma Nails Lounge & Spa","med_spa","","","","32.9797812","-117.082717","overpass","1.1"
"node-13574892063","City Nails","med_spa","","","","32.85476","-116.9737927","overpass","1.1"
"node-12105363488","City Salon","med_spa","","","","32.8253734","-117.1544599","overpass","1.1"
"node-6794308735","Cosmetica","med_spa","","","","32.5432137","-117.038457","overpass","1.1"
"node-5733214992","Details Salon Aveda","med_spa","","","","32.7457661","-117.2518863","overpass","1.1"
"node-12424802953","Diva Nails","med_spa","","","","32.6140693","-117.069863","overpass","1.1"
"node-9366157839","Elegant Brows","med_spa","","","","32.7475993","-116.9867651","overpass","1.1"
"node-9409191239","Elite Nail Salon","med_spa","","","","32.8307645","-117.1276865","overpass","1.1"
"node-6540033087","Elixir","med_spa","","","","32.6299722","-117.0865802","overpass","1.1"
"node-9203979103","Ember's Nails","med_spa","","","","32.7697866","-116.9284262","overpass","1.1"
"node-1808327199","Empire Beauty","med_spa","","","","32.7998524","-117.2398363","overpass","1.1"
"node-1446003316","Empire Beauty Supply & Salon","med_spa","","","","32.8694309","-117.2309406","overpass","1.1"
"node-12083776897","Essential Nails","med_spa","","","","32.7976173","-117.252071","overpass","1.1"
"node-12146940556","European Wax Center","med_spa","","","","32.9532414","-117.2312037","overpass","1.1"
"node-5870510977","Eyelashes and Skin Care by Ericka Page","med_spa","","","","32.6396555","-117.0790974","overpass","1.1"
"node-10265972582","Fancy Nails & Spa","med_spa","","","","32.9551033","-117.038236","overpass","1.1"
"node-1499579477","Finesse Nails","med_spa","","","","32.8212874","-117.1817994","overpass","1.1"
"node-9365797503","Focus Nails","med_spa","","","","32.7459272","-116.9300111","overpass","1.1"
"node-12146940535","Glamour Nails","med_spa","","","","32.9532892","-117.2310741","overpass","1.1"
"node-10836201756","Hair & Nails","med_spa","","","","32.8069102","-117.1162082","overpass","1.1"
"way-959567846","Happiness Nails","med_spa","","","","32.7983149","-116.9363139","overpass","1.1"
"node-1459148843","Happy Nails and Spa","med_spa","","","","32.8305854","-117.2046367","overpass","1.1"
"node-4796262327","Heavenly Nails & Spa","med_spa","","","","32.7646109","-117.197264","overpass","1.1"
"node-9335630120","Helen's Nails n Spa","med_spa","","","","32.9512202","-117.0644351","overpass","1.1"
"node-10583625359","Hillcrest Nail Lounge","med_spa","","","","32.7487348","-117.1527469","overpass","1.1"
"node-13588567151","House of Beauty","med_spa","","","","32.6297234","-117.0860972","overpass","1.1"
"node-6630276285","I Love Nails","med_spa","","","","32.584711","-117.0391783","overpass","1.1"
"node-7231865109","iNails & Spa","med_spa","","","","32.6507016","-117.0886422","overpass","1.1"
"node-6355766028","iTan","med_spa","","","","32.6284836","-116.9657055","overpass","1.1"
"node-10835627099","Itan Spray Tan","med_spa","","","","32.820904","-117.1805075","overpass","1.1"
"node-12463854284","K&K Nails And Spa","med_spa","","","","32.7491707","-117.1517177","overpass","1.1"
"node-12588529606","Kay Nails","med_spa","","","","32.741166","-117.2298863","overpass","1.1"
"node-13164109684","KC Nails","med_spa","","","","32.8333754","-117.1491729","overpass","1.1"
"node-12425573318","Kolorflow Beauty Salon","med_spa","","","","32.6140381","-117.0699798","overpass","1.1"
"node-9944290013","LaBelle Nail Boutique","med_spa","","","","32.9451564","-117.084674","overpass","1.1"
"node-434955936","Laser Away","med_spa","","","","32.8677573","-117.2062394","overpass","1.1"
"node-13018161538","LaserAway","med_spa","","","","32.9505277","-117.233153","overpass","1.1"
"node-5698193090","Lavish Nails and Spa","med_spa","","","","32.9203679","-117.2161787","overpass","1.1"
"node-13175871411","Leisure Spa","med_spa","","","","32.8330397","-117.1516707","overpass","1.1"
"node-356345999","Lena's Barbara and Beauty","med_spa","","","","32.7454956","-117.1997349","overpass","1.1"
"node-6568829962","Linda’s Salon","med_spa","","","","32.7498127","-117.2089289","overpass","1.1"
"node-6405180133","Lionesse Beauty Bar","med_spa","","","","32.6307407","-117.0846193","overpass","1.1"
"node-6540120893","Lisa Nails and Spa","med_spa","","","","32.6295797","-117.0858042","overpass","1.1"
"node-596671601","Lisa's Nails & Spa","med_spa","","","","32.61489","-117.082793","overpass","1.1"
"node-6327910640","Lissé Express","med_spa","","","","32.623797","-116.9656425","overpass","1.1"
