leadId,businessName,vertical,website,phone,email,subject,message,smsMessage,ctaUrl,messageKind,followupStage,status,emailStatus,smsStatus,lastError,smsLastError,createdAtUtc
"node-12492343984","YourEggs","med_clinic","https://youreggs.com/egg-donors-san-diego/","+1 858-815-5444","Info@youreggs.com","YourEggs: 48-hour no-call lead follow-up setup","Hi YourEggs team,

I build automated lead-response systems for med clinic businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12492343984&vertical=med-clinic
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi YourEggs, I can deploy a no-call lead follow-up setup for med clinic in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12492343984&vertical=med-clinic","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12492343984&vertical=med-clinic","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-12985368243","Sunset Cliffs Plumbing, Water Heater Repair & Drain Cleaning","plumber","https://www.sunsetcliffsplumbing.com","+1 858-544-0742","John@sunsetcliffsplumbing.com","Sunset Cliffs Plumbing, Water Heater Repair & Drain Cleaning: 48-hour no-call lead follow-up setup","Hi Sunset Cliffs Plumbing, Water Heater Repair & Drain Cleaning team,

I build automated lead-response systems for plumber businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12985368243&vertical=plumber
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Sunset Cliffs Plumbing, Water Heater Repair & Drain Cleaning, I can deploy a no-call lead follow-up setup for plumber in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12985368243&vertical=plumber","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12985368243&vertical=plumber","initial","0","failed","failed","pending","Command failed: osascript -e tell application ""Mail"" -e set outgoingMessage to make new outgoing message with properties {subject:""Sunset Cliffs Plumbing, Water Heater Repair & Drain Cleaning: 90% automated lead follow-up setup"", content:""Hi Sunset Cliffs Plumbing, Water Heater Repair & Drain Cleaning team,\n\nI run MY","","2026-03-08T02:36:47.591Z"
"node-5481062041","San Diego American Indian Health Center","med_clinic","https://sdaihc.org/","+1 619 234 2158","info@sdaihc.org","San Diego American Indian Health Center: 48-hour no-call lead follow-up setup","Hi San Diego American Indian Health Center team,

I build automated lead-response systems for med clinic businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5481062041&vertical=med-clinic
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi San Diego American Indian Health Center, I can deploy a no-call lead follow-up setup for med clinic in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5481062041&vertical=med-clinic","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5481062041&vertical=med-clinic","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-9188657296","St. Paul's Place","med_clinic","https://www.stpaulspace.org/locations/pace-el-cajon/","+1-619-551-7400","info@stpaulspace.org","St. Paul's Place: 48-hour no-call lead follow-up setup","Hi St. Paul's Place team,

I build automated lead-response systems for med clinic businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-9188657296&vertical=med-clinic
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi St. Paul's Place, I can deploy a no-call lead follow-up setup for med clinic in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-9188657296&vertical=med-clinic","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-9188657296&vertical=med-clinic","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"way-31802320","Student Health Services","med_clinic","https://studenthealth.ucsd.edu/","+1-858-534-3300","studenthealth@ucsd.edu","Student Health Services: 48-hour no-call lead follow-up setup","Hi Student Health Services team,

I build automated lead-response systems for med clinic businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=way-31802320&vertical=med-clinic
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Student Health Services, I can deploy a no-call lead follow-up setup for med clinic in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=way-31802320&vertical=med-clinic","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=way-31802320&vertical=med-clinic","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-10113857462","Restore SD Plastic Surgery: Katerina Gallus, MD, FACS","med_clinic","https://restoresdplasticsurgery.com/","+1 858-224-2281","info@restoresdplasticsurgery.com","Restore SD Plastic Surgery: Katerina Gallus, MD, FACS: 48-hour no-call lead follow-up setup","Hi Restore SD Plastic Surgery: Katerina Gallus, MD, FACS team,

I build automated lead-response systems for med clinic businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-10113857462&vertical=med-clinic
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Restore SD Plastic Surgery: Katerina Gallus, MD, FACS, I can deploy a no-call lead follow-up setup for med clinic in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-10113857462&vertical=med-clinic","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-10113857462&vertical=med-clinic","initial","0","failed","failed","pending","Command failed: osascript -e tell application ""Mail"" -e set outgoingMessage to make new outgoing message with properties {subject:""Restore SD Plastic Surgery: Katerina Gallus, MD, FACS: 90% automated lead follow-up setup"", content:""Hi Restore SD Plastic Surgery: Katerina Gallus, MD, FACS team,\n\nI run MYMSAF (MyMultiP","","2026-03-08T02:36:47.591Z"
"node-5144565100","Armstrong & Associates","real_estate","https://armstrongestates.com/","+1-858-229-8752","todd3778@gmail.com","Armstrong & Associates: 48-hour no-call lead follow-up setup","Hi Armstrong & Associates team,

I build automated lead-response systems for real estate businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5144565100&vertical=real-estate
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Armstrong & Associates, I can deploy a no-call lead follow-up setup for real estate in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5144565100&vertical=real-estate","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5144565100&vertical=real-estate","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-5185425049","Aumann Bender & Associates","real_estate","https://www.luxurysocalrealty.com","+1-760-212-2717","hello@luxurysocalrealty.com","Aumann Bender & Associates: 48-hour no-call lead follow-up setup","Hi Aumann Bender & Associates team,

I build automated lead-response systems for real estate businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5185425049&vertical=real-estate
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Aumann Bender & Associates, I can deploy a no-call lead follow-up setup for real estate in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5185425049&vertical=real-estate","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5185425049&vertical=real-estate","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-596324137","Casa By Craft","real_estate","https://www.casabycraft.com","+1-619-994-0045","contact@casabycraft.com","Casa By Craft: 48-hour no-call lead follow-up setup","Hi Casa By Craft team,

I build automated lead-response systems for real estate businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-596324137&vertical=real-estate
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Casa By Craft, I can deploy a no-call lead follow-up setup for real estate in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-596324137&vertical=real-estate","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-596324137&vertical=real-estate","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"way-1305851964","Colwell Realty Sales & Property Management","real_estate","https://www.colwellproperties.com","2261134234","Office@colwellrealtyib.com","Colwell Realty Sales & Property Management: 48-hour no-call lead follow-up setup","Hi Colwell Realty Sales & Property Management team,

I build automated lead-response systems for real estate businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=way-1305851964&vertical=real-estate
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Colwell Realty Sales & Property Management, I can deploy a no-call lead follow-up setup for real estate in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=way-1305851964&vertical=real-estate","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=way-1305851964&vertical=real-estate","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-596448390","Jeremy Root San Diego Realtor®","real_estate","https://www.jeremyroot.com/","+1-858-531-3395","jerermy@jeremyroot.com","Jeremy Root San Diego Realtor®: 48-hour no-call lead follow-up setup","Hi Jeremy Root San Diego Realtor® team,

I build automated lead-response systems for real estate businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-596448390&vertical=real-estate
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Jeremy Root San Diego Realtor®, I can deploy a no-call lead follow-up setup for real estate in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-596448390&vertical=real-estate","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-596448390&vertical=real-estate","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-13555685940","McT Real Estate Group","real_estate","https://www.mctrealestategroup.com/","+1-619-736-7003","info@mctrealestategroup.com","McT Real Estate Group: 48-hour no-call lead follow-up setup","Hi McT Real Estate Group team,

I build automated lead-response systems for real estate businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-13555685940&vertical=real-estate
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi McT Real Estate Group, I can deploy a no-call lead follow-up setup for real estate in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-13555685940&vertical=real-estate","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-13555685940&vertical=real-estate","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"way-132907298","TLC Manufactured Homes, Inc.","real_estate","http://www.tlcmanufacturedhomes.com/","+1 858-486-0771","chris@contempographicdesign.com","TLC Manufactured Homes, Inc.: 48-hour no-call lead follow-up setup","Hi TLC Manufactured Homes, Inc. team,

I build automated lead-response systems for real estate businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=way-132907298&vertical=real-estate
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi TLC Manufactured Homes, Inc., I can deploy a no-call lead follow-up setup for real estate in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=way-132907298&vertical=real-estate","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=way-132907298&vertical=real-estate","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-13585620065","Baja Dental Smile","dentist","https://www.mexdentalimplants.com","","hello@mexdentalimplants.com","Baja Dental Smile: 48-hour no-call lead follow-up setup","Hi Baja Dental Smile team,

I build automated lead-response systems for dentist businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-13585620065&vertical=dentist
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Baja Dental Smile, I can deploy a no-call lead follow-up setup for dentist in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-13585620065&vertical=dentist","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-13585620065&vertical=dentist","initial","0","failed","failed","pending","Command failed: osascript -e tell application ""Mail"" -e set outgoingMessage to make new outgoing message with properties {subject:""Baja Dental Smile: 90% automated lead follow-up setup"", content:""Hi Baja Dental Smile team,\n\nI run MYMSAF (MyMultiPlatform Set-and-Forget) for dentist businesses in San Diego.\nWe deploy ","","2026-03-08T02:36:47.591Z"
"node-12281098009","Altura Mental Health","med_clinic","https://alturamentalhealth.com/","","info@alturamentalhealth.com","Altura Mental Health: 48-hour no-call lead follow-up setup","Hi Altura Mental Health team,

I build automated lead-response systems for med clinic businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12281098009&vertical=med-clinic
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Altura Mental Health, I can deploy a no-call lead follow-up setup for med clinic in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12281098009&vertical=med-clinic","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12281098009&vertical=med-clinic","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-12497637215","Barely There Beauty Bar","med_spa","https://www.barelytheresd.com/","+1-619-880-0046","barelytheresd@gmail.com","Barely There Beauty Bar: 48-hour no-call lead follow-up setup","Hi Barely There Beauty Bar team,

I build automated lead-response systems for med spa businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12497637215&vertical=med-spa
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Barely There Beauty Bar, I can deploy a no-call lead follow-up setup for med spa in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12497637215&vertical=med-spa","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12497637215&vertical=med-spa","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-4798653388","Crawford Glam","med_spa","https://crawfordglam.com","+1-858-230-7574","info@crawfordglam.com","Crawford Glam: 48-hour no-call lead follow-up setup","Hi Crawford Glam team,

I build automated lead-response systems for med spa businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-4798653388&vertical=med-spa
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Crawford Glam, I can deploy a no-call lead follow-up setup for med spa in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-4798653388&vertical=med-spa","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-4798653388&vertical=med-spa","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-10920768139","HD Skincare & Lashes","med_spa","https://haleydiedrich.glossgenius.com/","+1 619 402 5909","hdskincare21@gmail.com","HD Skincare & Lashes: 48-hour no-call lead follow-up setup","Hi HD Skincare & Lashes team,

I build automated lead-response systems for med spa businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-10920768139&vertical=med-spa
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi HD Skincare & Lashes, I can deploy a no-call lead follow-up setup for med spa in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-10920768139&vertical=med-spa","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-10920768139&vertical=med-spa","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-5870511586","Maile's Nails","med_spa","https://mailesnails.com/","+1-619-585-4761","micah@micahrich.com","Maile's Nails: 48-hour no-call lead follow-up setup","Hi Maile's Nails team,

I build automated lead-response systems for med spa businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5870511586&vertical=med-spa
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Maile's Nails, I can deploy a no-call lead follow-up setup for med spa in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5870511586&vertical=med-spa","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5870511586&vertical=med-spa","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-2609048960","Nailoscope","med_spa","https://nailoscope.com/","1707873563","info@nailoscope.com","Nailoscope: 48-hour no-call lead follow-up setup","Hi Nailoscope team,

I build automated lead-response systems for med spa businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-2609048960&vertical=med-spa
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Nailoscope, I can deploy a no-call lead follow-up setup for med spa in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-2609048960&vertical=med-spa","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-2609048960&vertical=med-spa","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-10170227727","Orissa Spa Boutique","med_spa","https://orissaspa.com/","1748355328","info@orissaspa.com","Orissa Spa Boutique: 48-hour no-call lead follow-up setup","Hi Orissa Spa Boutique team,

I build automated lead-response systems for med spa businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-10170227727&vertical=med-spa
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Orissa Spa Boutique, I can deploy a no-call lead follow-up setup for med spa in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-10170227727&vertical=med-spa","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-10170227727&vertical=med-spa","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-12829538101","Reflections Salon & Day Spa","med_spa","http://reflectionssalonwebsite.com","+1-619-334-2240","gingerreflections@gmail.com","Reflections Salon & Day Spa: 48-hour no-call lead follow-up setup","Hi Reflections Salon & Day Spa team,

I build automated lead-response systems for med spa businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12829538101&vertical=med-spa
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Reflections Salon & Day Spa, I can deploy a no-call lead follow-up setup for med spa in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12829538101&vertical=med-spa","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12829538101&vertical=med-spa","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-9414338727","Revive Lash & Nail","med_spa","http://revivelashandnail.com/","+1-619-466-6854","PERFECTBEAUTYCENTER7140@GMAIL.COM","Revive Lash & Nail: 48-hour no-call lead follow-up setup","Hi Revive Lash & Nail team,

I build automated lead-response systems for med spa businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-9414338727&vertical=med-spa
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Revive Lash & Nail, I can deploy a no-call lead follow-up setup for med spa in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-9414338727&vertical=med-spa","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-9414338727&vertical=med-spa","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-12903818356","Waxing the City","med_spa","https://www.waxingthecity.com/locations/w498/us/ca/san-diego/","10331260218","mediainquiries@sebrands.com","Waxing the City: 48-hour no-call lead follow-up setup","Hi Waxing the City team,

I build automated lead-response systems for med spa businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12903818356&vertical=med-spa
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Waxing the City, I can deploy a no-call lead follow-up setup for med spa in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12903818356&vertical=med-spa","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12903818356&vertical=med-spa","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-3674344403","Dental Pacifico","dentist","","(01152664)6343325","zaboriarjo@hotmail.com","Dental Pacifico: 48-hour no-call lead follow-up setup","Hi Dental Pacifico team,

I build automated lead-response systems for dentist businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-3674344403&vertical=dentist
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Dental Pacifico, I can deploy a no-call lead follow-up setup for dentist in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-3674344403&vertical=dentist","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-3674344403&vertical=dentist","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-5870512085","Pacific Dental","dentist","","+14761600","PacificDental1@gmail.com","Pacific Dental: 48-hour no-call lead follow-up setup","Hi Pacific Dental team,

I build automated lead-response systems for dentist businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5870512085&vertical=dentist
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Pacific Dental, I can deploy a no-call lead follow-up setup for dentist in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5870512085&vertical=dentist","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5870512085&vertical=dentist","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
